Unnamed: 0,gene_name,gene_id,most_abundant,score,baseMean,log2FoldChange,padj,experiment
99,Sox9,ENSMUSG00000000567,Astrocytes,3339.923,28.91027397119276,-0.6401019705382197,3.384627618101657e-05,Glut_vs_GABA(withGlia)
6591,Adamtsl2,ENSMUSG00000036040,Endothelial Cells,77.91315,97.06243759481136,-2.8995869079239385,0.9768708100163648,Glut_withGlia_vs_noGlia
6589,Acer2,ENSMUSG00000038007,Endothelial Cells,109.6169,160.17716736826256,0.0179403061104411,0.2273805797947448,GABA_withGlia_vs_noGlia
15429,Abtb2,ENSMUSG00000032724,Newly Formed Oligodendrocyte,140.7239,3130.3462577464534,-0.2696124408371638,7.336857424995718e-103,Glut_vs_GABA(withGlia)
15331,Plxnb3,ENSMUSG00000031385,Newly Formed Oligodendrocyte,19.171570000000003,11324.934590840365,1.628532070095798,0.0093960563618187,Glut_vs_GABA(withGlia)
16305,Sox3,ENSMUSG00000045179,Oligodendrocyte Precursor Cell,32.69275,65.66261071990579,0.2414120995194829,0.9035737691461224,Glut_withGlia_vs_noGlia
12360,5330417C22Rik,ENSMUSG00000040412,Neuron,6817.779,20.776235656877088,-1.9048615062612555,0.3916817482898682,Glut_vs_GABA(withGlia)
6531,Cgnl1,ENSMUSG00000032232,Endothelial Cells,8458.382,28492.489946837228,-0.0304761147643923,9.17441435992002e-15,GABA_withGlia_vs_noGlia
9300,Slc2a5,ENSMUSG00000028976,Microglia,85.17766999999999,717.1367969269166,-0.7758100160694097,0.0917558313029063,Glut_vs_GABA(noGlia)
6509,Ushbp1,ENSMUSG00000034911,Endothelial Cells,58.89629,55.74343245240871,1.2678051998429327,0.9787414000050918,GABA_withGlia_vs_noGlia
11687,Gjc2,ENSMUSG00000043448,Myelinating Oligodendrocytes,109.4404,142.1546283967933,-0.3789312079250201,0.5959033881014448,Glut_vs_GABA(withGlia)
6462,Nostrin,ENSMUSG00000034738,Endothelial Cells,7245.259,81.10616561894386,-2.355316555513935,0.0016635082801207,Glut_vs_GABA(withGlia)
12434,Isl1,ENSMUSG00000042258,Neuron,556.0372,23.410393571831587,-1.412958779129772,0.1543335002885228,Glut_withGlia_vs_noGlia
16276,Prkg2,ENSMUSG00000029334,Oligodendrocyte Precursor Cell,1429.936,53.1476696194985,-0.7924118118267438,4.670318053028633e-05,Glut_vs_GABA(withGlia)
15397,Prickle1,ENSMUSG00000036158,Newly Formed Oligodendrocyte,99.23907,248.95280157425225,-0.9426616559745832,0.869842856514894,Glut_withGlia_vs_noGlia
9274,Gpr84,ENSMUSG00000063234,Microglia,20.16883,3031.1965011489674,1.8885532937413447,7.728280104183596e-135,Glut_withGlia_vs_noGlia
16313,Ddx43,ENSMUSG00000070291,Oligodendrocyte Precursor Cell,54.368480000000005,8.624189448869583,1.1772224215343838,1.1824444757361306e-10,GABA_withGlia_vs_noGlia
15406,Prkcq,ENSMUSG00000026778,Newly Formed Oligodendrocyte,141.9979,14.927962016814392,0.1434347124765891,3.819994086317185e-57,GABA_withGlia_vs_noGlia
9341,Tnfrsf1b,ENSMUSG00000028599,Microglia,14875.18,452.9601002397887,-0.6060953875099419,0.0305579422452566,GABA_withGlia_vs_noGlia
15388,Dusp15,ENSMUSG00000042662,Newly Formed Oligodendrocyte,28796.82,110.27464552340948,-0.5375001804202196,0.7778818153130495,Glut_vs_GABA(withGlia)
12365,Dlx5,ENSMUSG00000029755,Neuron,2599.2870000000003,197.5725611379357,-0.4878181787574714,0.0037956182648878,Glut_vs_GABA(withGlia)
12437,Cdh8,ENSMUSG00000036510,Neuron,23.01882,224.4356146464341,-0.6622848713789684,0.8084161595443771,Glut_vs_GABA(withGlia)
15423,S100a6,ENSMUSG00000001025,Newly Formed Oligodendrocyte,2974.514,6.889245125364254,-0.0464688748833017,0.2070406811805584,Glut_vs_GABA(noGlia)
12416,Abcc8,ENSMUSG00000040136,Neuron,35.31432,27.76323541227311,-1.2715836393353324,0.0029666452630225,Glut_withGlia_vs_noGlia
9390,Tlr7,ENSMUSG00000044583,Microglia,16.44181,5.254683814216079,-1.2697411718987288,0.5620552292433636,Glut_vs_GABA(withGlia)
78,Greb1,ENSMUSG00000036523,Astrocytes,95.709,802.9483020328076,1.1077530148994814,0.3121061119851109,Glut_vs_GABA(withGlia)
9373,Il1a,ENSMUSG00000027399,Microglia,142.933,20.76626587058225,0.2296739355397987,0.3801905862171281,Glut_withGlia_vs_noGlia
11662,Gsn,ENSMUSG00000026879,Myelinating Oligodendrocytes,140.9535,21.819949514757045,-0.5288557943010073,3.404422601004831e-05,Glut_vs_GABA(noGlia)
16240,Lad1,ENSMUSG00000041782,Oligodendrocyte Precursor Cell,74.6022,1536.0889827118294,-0.2071976900163147,1.4818206837979609e-12,Glut_vs_GABA(withGlia)
15363,Ddc,ENSMUSG00000020182,Newly Formed Oligodendrocyte,139.0258,97.90769954901664,-0.190930700661734,4.665328240555886e-06,Glut_withGlia_vs_noGlia
11718,Padi2,ENSMUSG00000028927,Myelinating Oligodendrocytes,12513.15,1244.007931542558,-1.402699303902416,0.2631908223463011,Glut_withGlia_vs_noGlia
9355,C3ar1,ENSMUSG00000040552,Microglia,48.84758,165.42028666736994,-0.3745433530345688,0.5031779887559605,Glut_vs_GABA(noGlia)
6514,Flt4,ENSMUSG00000020357,Endothelial Cells,42758.42,15.654553962898271,-0.6948656116682108,0.9129567124846688,Glut_vs_GABA(withGlia)
11684,Lpar1,ENSMUSG00000038668,Myelinating Oligodendrocytes,286.4667,2674.131853030733,0.8086693686829292,0.0632154380799301,Glut_withGlia_vs_noGlia
9376,Myo1f,ENSMUSG00000024300,Microglia,65.16644000000001,18.137807641174927,-1.0472302902442767,0.9037838200266026,Glut_vs_GABA(withGlia)
15377,Fyn,ENSMUSG00000019843,Newly Formed Oligodendrocyte,19.73487,6947.3034778528845,0.4228241019360138,0.8663478973630443,Glut_vs_GABA(noGlia)
6603,Megf6,ENSMUSG00000057751,Endothelial Cells,72.55594,3307.832482012826,-0.4442275094861394,1.1302009080739497e-12,Glut_vs_GABA(withGlia)
9341,Tnfrsf1b,ENSMUSG00000028599,Microglia,775.7117,1488.4653120030655,0.6490316974575029,0.4679999316045687,Glut_withGlia_vs_noGlia
11704,Dbil5,ENSMUSG00000038057,Myelinating Oligodendrocytes,10669.82,482.4260170249778,-0.352813962839006,0.0005143655765916,Glut_withGlia_vs_noGlia
16301,Olig1,ENSMUSG00000046160,Oligodendrocyte Precursor Cell,25.50514,6459.540050491148,-0.329182095629511,0.0205926614023043,Glut_vs_GABA(withGlia)
6554,Tnfsf10,ENSMUSG00000039304,Endothelial Cells,1952.126,53.410546006836746,-0.5372524717827525,0.1109157698063861,Glut_vs_GABA(withGlia)
9266,Gdf15,ENSMUSG00000038508,Microglia,219.9363,4921.995267760732,-1.660339937169859,0.8811561048490941,Glut_vs_GABA(withGlia)
6516,Fn1,ENSMUSG00000026193,Endothelial Cells,110.0067,18.119842818421407,-0.6247861495880327,0.9738352693956353,Glut_vs_GABA(withGlia)
16241,Slc6a13,ENSMUSG00000030108,Oligodendrocyte Precursor Cell,99.54449,8.419623554459045,0.1016180546305876,0.040707255006749,Glut_vs_GABA(noGlia)
11723,Gng8,ENSMUSG00000063594,Myelinating Oligodendrocytes,17675.34,4.8530321063575474,1.1713260402623915,0.0097567353483471,Glut_vs_GABA(noGlia)
6548,Cdkn2b,ENSMUSG00000073802,Endothelial Cells,9569.627,3525.9414970565385,-0.4778552821620248,0.2121694139319451,Glut_vs_GABA(withGlia)
16283,C1ql3,ENSMUSG00000049630,Oligodendrocyte Precursor Cell,47.19772,4.152054741200833,1.0518438415130829,0.3249844899150689,Glut_vs_GABA(noGlia)
11708,Lgi3,ENSMUSG00000033595,Myelinating Oligodendrocytes,3337.514,417.5983010696549,-0.5116294220807805,0.7690043511306668,Glut_withGlia_vs_noGlia
11692,Rab37,ENSMUSG00000020732,Myelinating Oligodendrocytes,27436.53,4346.03022326566,-0.0529413391275837,0.2650771863109775,Glut_vs_GABA(noGlia)
9305,Cd300a,ENSMUSG00000034652,Microglia,125.1238,146.402584256936,2.010149731142901,0.2654187403289098,GABA_withGlia_vs_noGlia
12430,Crhbp,ENSMUSG00000021680,Neuron,280.8569,174.68392853901818,-0.6380314459341001,0.0042394898138921,Glut_withGlia_vs_noGlia
54,Gdpd2,ENSMUSG00000019359,Astrocytes,247.5872,28.092060465916266,-2.9819481089396733,0.0992822414175981,Glut_vs_GABA(withGlia)
15373,Capn6,ENSMUSG00000067276,Newly Formed Oligodendrocyte,110.7173,1424.2133794463018,2.022131439511309,0.3679988535197752,Glut_vs_GABA(noGlia)
6540,Asb4,ENSMUSG00000042607,Endothelial Cells,52.26061,26.01444031466385,-0.1909176502313472,4.1658696836485184e-200,Glut_withGlia_vs_noGlia
12362,Snhg11,ENSMUSG00000044349,Neuron,371.8487,174.68392853901818,1.7832599387802337,0.0302172007717561,Glut_withGlia_vs_noGlia
12440,Bhlhe22,ENSMUSG00000025128,Neuron,10705.03,207.96209982348503,-1.4931767007888397,0.0931935796790595,Glut_vs_GABA(withGlia)
9390,Tlr7,ENSMUSG00000044583,Microglia,93.97727,26.52084494528028,0.3711747933385792,0.5787238051670024,Glut_withGlia_vs_noGlia
11683,Car14,ENSMUSG00000038526,Myelinating Oligodendrocytes,25.94633,4.579082033406532,-0.4445266220609682,0.5060693613026542,Glut_vs_GABA(withGlia)
51,Chrdl1,ENSMUSG00000031283,Astrocytes,42561.7,11324.934590840365,-3.5811451536466627,0.5034435789441299,Glut_vs_GABA(withGlia)
16344,G0s2,ENSMUSG00000009633,Oligodendrocyte Precursor Cell,1986.021,131.9646566348295,1.166232342444398,0.0411038482412559,Glut_vs_GABA(withGlia)
15345,Erbb3,ENSMUSG00000018166,Newly Formed Oligodendrocyte,63.6539,50.96531250659452,-0.4406537482110435,0.9314985482605972,Glut_vs_GABA(noGlia)
6536,Hmgcs2,ENSMUSG00000027875,Endothelial Cells,182.2507,61.95934387232438,-0.0098403157118598,0.059529181386355,GABA_withGlia_vs_noGlia
100,Prdm16,ENSMUSG00000039410,Astrocytes,41.87411,209.4915729170456,-0.5868258557301039,0.5976627240131483,Glut_vs_GABA(withGlia)
16255,Sulf1,ENSMUSG00000016918,Oligodendrocyte Precursor Cell,185.4312,9.116377635713553,-0.5149009025283593,0.4561549899116359,Glut_withGlia_vs_noGlia
11659,Trf,ENSMUSG00000032554,Myelinating Oligodendrocytes,78.01668000000001,61.95934387232438,-1.3383995850958668,0.2855074883778065,Glut_vs_GABA(noGlia)
12354,Slc17a6,ENSMUSG00000030500,Neuron,38.438390000000005,1873.8195868207647,-0.4961241432769154,4.498784085201743e-07,GABA_withGlia_vs_noGlia
11757,Synj2,ENSMUSG00000023805,Myelinating Oligodendrocytes,35941.89,222.16901563785203,0.7538678687110345,0.9730210191458,Glut_vs_GABA(noGlia)
11752,Pigz,ENSMUSG00000045625,Myelinating Oligodendrocytes,3862.342,31.073033024749822,-0.4774963572445833,0.0039187728385257,Glut_withGlia_vs_noGlia
15383,Sirt2,ENSMUSG00000015149,Newly Formed Oligodendrocyte,34.95153,6.532599380616452,0.0143508453832011,0.5561185249867487,Glut_withGlia_vs_noGlia
9391,Cd86,ENSMUSG00000022901,Microglia,84.11971,23.80410530379568,0.471223943292753,0.4240251949107559,Glut_withGlia_vs_noGlia
6594,Notum,ENSMUSG00000042988,Endothelial Cells,171.8751,17.702092806968032,-2.12588800394096,1.2217716117281594e-06,Glut_vs_GABA(noGlia)
11753,Btbd16,ENSMUSG00000040298,Myelinating Oligodendrocytes,32.64693,785.0015752982561,3.2107923426386304,0.5911674013642884,GABA_withGlia_vs_noGlia
103,Mfge8,ENSMUSG00000030605,Astrocytes,25.52808,236.471346191973,-0.5781063867699532,0.1905298615543031,GABA_withGlia_vs_noGlia
16346,Sstr1,ENSMUSG00000035431,Oligodendrocyte Precursor Cell,41785.0,9.588790895913084,0.241793727787193,1.618026314277198e-09,Glut_vs_GABA(noGlia)
16274,Fam107a,ENSMUSG00000021750,Oligodendrocyte Precursor Cell,2240.596,12995.51269948791,0.4510513311604867,0.6631266141241046,Glut_withGlia_vs_noGlia
15379,Kndc1,ENSMUSG00000066129,Newly Formed Oligodendrocyte,371.8487,261.549140810533,-0.3683986777652643,0.4520149785782434,Glut_withGlia_vs_noGlia
9298,Cd14,ENSMUSG00000051439,Microglia,11638.15,16.137855685214802,-0.1274816178737766,0.1234469877036383,GABA_withGlia_vs_noGlia
11702,Ndrg1,ENSMUSG00000005125,Myelinating Oligodendrocytes,60.37188,462.46561399758616,0.5078125628461376,0.2946936976017221,Glut_withGlia_vs_noGlia
6467,Tek,ENSMUSG00000006386,Endothelial Cells,2433.932,46.70494442588404,-3.54423032358742,0.7100923165947245,Glut_withGlia_vs_noGlia
12375,Glra2,ENSMUSG00000018589,Neuron,10332.11,26.61971080980101,1.201821622398208,5.501533789641365e-77,Glut_vs_GABA(withGlia)
15391,Slc12a2,ENSMUSG00000024597,Newly Formed Oligodendrocyte,1058.525,2191.428331318172,0.0998491793264821,0.5079092701679345,Glut_vs_GABA(withGlia)
15362,Nfasc,ENSMUSG00000026442,Newly Formed Oligodendrocyte,32353.17,131.39561817880104,-0.4134400608264595,0.0091587644117633,GABA_withGlia_vs_noGlia
16244,Galnt3,ENSMUSG00000026994,Oligodendrocyte Precursor Cell,185.3597,141.5067502534969,0.3609465263353996,0.3904879234857336,Glut_vs_GABA(noGlia)
16328,Mc4r,ENSMUSG00000047259,Oligodendrocyte Precursor Cell,95.45894,4446.549154419246,-3.936236229010369,0.7511299765538368,Glut_vs_GABA(noGlia)
15345,Erbb3,ENSMUSG00000018166,Newly Formed Oligodendrocyte,67.13806,37.3896311285889,-1.4221733426144525,0.6467924915513851,Glut_withGlia_vs_noGlia
9322,Tyrobp,ENSMUSG00000030579,Microglia,48.7652,48.83288477636299,0.3913785058544159,2.3221812960349016e-16,GABA_withGlia_vs_noGlia
16255,Sulf1,ENSMUSG00000016918,Oligodendrocyte Precursor Cell,40.42111,1000.1127590554522,-0.1898004581100229,7.834474320244108e-05,Glut_vs_GABA(noGlia)
12415,Cacna2d2,ENSMUSG00000010066,Neuron,24.58599,10.87442247519802,-1.3693985994619726,0.3811315225558175,Glut_withGlia_vs_noGlia
9325,Snx20,ENSMUSG00000031662,Microglia,40.75326,42.34356412615179,-0.0698192704570056,0.5770301164930564,GABA_withGlia_vs_noGlia
95,Slc13a3,ENSMUSG00000018459,Astrocytes,39.83332,31.073033024749822,-2.143225290768235,0.5485635175203843,Glut_withGlia_vs_noGlia
11708,Lgi3,ENSMUSG00000033595,Myelinating Oligodendrocytes,17.52081,743.479006866651,-2.0735789852070488,0.8895247739779892,Glut_vs_GABA(noGlia)
11713,Fbxo36,ENSMUSG00000073633,Myelinating Oligodendrocytes,106.0579,604.4778327833437,-4.408093770094316,1.4379376876824317e-05,Glut_vs_GABA(noGlia)
11723,Gng8,ENSMUSG00000063594,Myelinating Oligodendrocytes,199.3351,485.9095230788704,-1.1511430927170472,7.859374699668388e-12,Glut_vs_GABA(withGlia)
9336,Zc3h12a,ENSMUSG00000042677,Microglia,22.40163,469.02656463977263,0.1429938078553426,6.245246770546731e-16,Glut_vs_GABA(withGlia)
15403,Rap2a,ENSMUSG00000051615,Newly Formed Oligodendrocyte,26.15436,56.06290991647464,1.6139083263936869,0.0016720875879856,Glut_withGlia_vs_noGlia
40,Daam2,ENSMUSG00000040260,Astrocytes,28.056420000000003,97.90769954901664,-0.4136538719575253,0.7544944789704923,Glut_vs_GABA(noGlia)
11699,Dapk2,ENSMUSG00000032380,Myelinating Oligodendrocytes,126.3912,28492.489946837228,-1.182645670211223,0.7313558215067654,Glut_vs_GABA(withGlia)
15393,Cd9,ENSMUSG00000030342,Newly Formed Oligodendrocyte,21107.0,28.453063069977013,-2.0827725183830266,0.3572171615534838,GABA_withGlia_vs_noGlia
62,Egfr,ENSMUSG00000020122,Astrocytes,53.47581,277.6892992305254,0.2321239884265624,0.7968233537242542,GABA_withGlia_vs_noGlia
85,Tnc,ENSMUSG00000028364,Astrocytes,13200.64,7.478036757025628,0.4794743611587559,0.5764766888009025,Glut_withGlia_vs_noGlia
98,Emp2,ENSMUSG00000022505,Astrocytes,14203.46,4385.560970661164,-1.1032332143681278,2.6544913267499887e-09,Glut_vs_GABA(withGlia)
6526,BC028528,ENSMUSG00000038543,Endothelial Cells,106.452,400.0588959412868,-1.3095390739868151,0.8137811880747279,Glut_withGlia_vs_noGlia
6488,Tie1,ENSMUSG00000033191,Endothelial Cells,160860.1,58.01121870765938,2.472463508453814,0.0264494045570683,Glut_vs_GABA(withGlia)
15424,Rnd2,ENSMUSG00000001313,Newly Formed Oligodendrocyte,63.18148000000001,9.28646500308058,1.4408479907518987,0.2534690310169851,Glut_vs_GABA(withGlia)
16343,Nxph1,ENSMUSG00000046178,Oligodendrocyte Precursor Cell,24327.62,6017.568590072915,-1.401381372861096,0.1809037470745175,Glut_vs_GABA(noGlia)
68,Pamr1,ENSMUSG00000027188,Astrocytes,14268.12,393.2787780764612,0.184568936080006,0.7086205968041189,Glut_vs_GABA(noGlia)
6493,Ocln,ENSMUSG00000021638,Endothelial Cells,31.5339,37.27720291882256,-1.1386921271965955,4.720706701381794e-09,Glut_vs_GABA(withGlia)
9346,Cd74,ENSMUSG00000024610,Microglia,18411.95,280.07444597815896,1.0062697118353738,0.2782581632970215,Glut_vs_GABA(noGlia)
12417,Pcsk1,ENSMUSG00000021587,Neuron,57.23025,251.00240720265,0.0532051491324339,0.7523833465030692,GABA_withGlia_vs_noGlia
6546,C130074G19Rik,ENSMUSG00000039349,Endothelial Cells,28.96246,142.1546283967933,-1.979284778576016,0.9919634409004776,Glut_vs_GABA(noGlia)
11730,B3galt5,ENSMUSG00000074892,Myelinating Oligodendrocytes,117.3242,4.03252888644112,-1.3209392749263842,0.0861358060594442,Glut_vs_GABA(withGlia)
15347,Tns3,ENSMUSG00000020422,Newly Formed Oligodendrocyte,9353.462,62.72306725251818,-1.6165828533692068,0.0758711667871088,GABA_withGlia_vs_noGlia
